Term,Plan,Employer,State
20155,COMPSCI-BS,RIT - Saunders Startup,NY
20155,MEDINFO-BS,Toyota Motor Manufacturing North America,IN
20155,SOFTENG-BS,"athenahealth, Inc.",MA
20155,COMPSCI-BS,EagleDream Technologies,NY
20155,GAMEDES-BS,EagleDream Technologies,NY
20155,GAMEDES-BS,Animal,PA
20155,SOFTENG-BS,Stone Umbrella,ME
20155,INFOSEC-BS,IBM Corp,NC
20155,INFOST-MS,CoVal Systems,PA
20155,SOFTENG-BS,Institute 4 Priority Thinking,NY
20155,NETSYS-MS,Cognigen Corporation,NY
20155,COMPSCI-MS,Acquia Inc,MA
20155,COMPSCI-MS,The MathWorks,MA
20155,COMPSCI-MS,Intuit,CA
20155,INFOTEC-BS,RIT - ITS/Technical Support,NY
20155,SOFTENG-BS,Thomson Reuters,NY
20155,COMPSCI-BS,"Sharp Notions, LLC",NY
20155,COMPSCI-BS,Fidelity Investments,NH
20155,SOFTENG-BS,Blackbaud,SC
20155,COMPSCI-MS,RIT - CIMS & GIS,NY
20155,COMPSCI-BS,Diebold Incorporated,OH
20155,COMPSCI-MS,Jolata Inc,CA
20155,COMPSCI-BS,RP Solutions Inc,NY
20155,INFOTEC-BS,Professional Tradesmen,NY
20155,COMPSCI-MS,"TPS, LLC",PA
20155,INFOTEC-BS,MOOG Inc,NY
20155,SOFTENG-MS,eHealth Global Technologies Inc,NY
20155,NETSYS-BS,Cisco Systems Inc,NC
20155,INFOTEC-BS,Soleo Communications Inc,NY
20155,SOFTENG-BS,D3 Engineering,NY
20155,NWMEDID-BS,Cannon Industries Inc,NY
20155,COMPSCI-MS,Ahold USA,PA
20155,COMPSCI-MS,"Ambrell, a Ameritherm Company",NY
20155,COMPSCI-BS,C Speed LLC,NY
20155,COMPSCI-MS,Intel Corp,CA
20155,HUMCOMP-MS,Ahold Inc,MA
20155,COMPSCI-BS,Mercury Computer Systems Inc,MA
20155,INFOTEC-BS,RIT - College of Applied Science & Technology,NY
20155,COMPSCI-BS,Datto Inc.,CT
20155,COMPSCI-BS,Thomson Reuters,NY
20155,INFOSEC-BS,City of Rochester - Information Technology,NY
20155,COMPSCI-BS,NASA Goddard Space Flight Center,MD
20155,COMPSCI-BS,"FrozenOrb, LLC",CA
20155,COMPSCI-BS,Codonics Inc.,OH
20155,COMPSCI-MS,Intuit,CA
20155,COMPSCI-BS,Compass,NY
20155,COMPSCI-BS,Allied Associates International,VA
20155,COMPSCI-BS,RIT - MAGIC Spell Studios LLC,NY
20155,GAMEDES-BS,Mojo Game Studios,MD
20155,HUMCOMP-MS,Modis,FL
20155,COMPSCI-MS,Walt Disney World,FL
20155,COMPSCI-MS,Paychex Inc,NY
20155,COMPSCI-MS,TaskStream,NY
20155,INFOTEC-BS,Pratt & Whitney,CT
20155,COMPSCI-BS,Envative,NY
20155,COMPSCI-BS,Intuit,CA
20155,COMPSCI-BS,RIT - Information & Technology Services,NY
20155,GAMEDES-BS,Cartoon Network,GA
20155,SOFTENG-BS,EagleDream Technologies,NY
20155,COMPSCI-MS,Paychex Inc,NY
20155,INFOSEC-BS,RIT - Center for Campus Life,NY
20155,COMPSCI-BS,Revolabs,MA
20155,COMPSCI-BS,Paychex Inc,NY
20155,SOFTENG-BS,Thomson Reuters,NY
20155,INFOSEC-BS,Mitre Corp,VA
20155,COMPSCI-BS,Paychex Inc,NY
20155,NETSYS-BS,Cisco Systems Inc,NC
20155,COMPSCI-MS,Intuit,CA
20155,GAMEDES-BS,Bose Corporation,MA
20155,SOFTENG-BS,PAR Government Systems Corporation,NY
20155,INFOTEC-BS,Paychex Inc,NY
20155,COMPSCI-BS,RIT - Saunders Startup,NY
20155,INFOTEC-BS,"Cenify, LLC",NY
20155,INFOST-MS,iRobot,MA
20155,INFOSEC-BS,University of Rochester - University IT,NY
20155,COMPSCI-BS,Lockheed Martin,NY
20155,NETSYS-BS,University of Rochester,NY
20155,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20155,COMPSCI-BS,Xamarin,MA
20155,COMPSCI-MS,Intuit,CA
20155,COMPSCI-MS,Intel Corp,OR
20155,COMPSCI-MS,RP Solutions Inc,NY
20155,INFOST-MS,Ahold USA,PA
20155,SOFTENG-MS,Intuit,CA
20155,INFOSEC-BS,RIT - ITS/Technical Support,NY
20155,INFOSEC-BS,Hudl,NE
20155,COMPSCI-BS,Central Intelligence Agency,DC
20155,COMPSCI-BS,Citigroup,NY
20155,COMPSCI-BS,Citigroup,NY
20155,COMPSCI-MS,EagleDream Technologies,NY
20155,COMPSCI-BS,Codonics Inc.,OH
20155,INFOTEC-BS,Advance Testing Company Inc,NY
20155,GAMEDES-BS,Vicarious Visions,NY
20155,COMPSCI-BS,NimbleUser,NY
20155,COMPSCI-BS,Mitre Corp,VA
20155,COMPSCI-BS,Thomson Reuters,NY
20155,INFOSEC-BS,Risk Management Planning Group: RMPG,NY
20155,GAMEDES-BS,elogic Group LLC,NY
20155,COMPSCI-BS,Moskaluk Consulting,NJ
20155,INFOST-MS,NimbleUser,NY
20155,COMPSCI-BS,Soleo Communications Inc,NY
20155,COMPSCI-BS,Paychex Inc,NY
20155,COMPSCI-BS,Paychex Inc,NY
20155,INFOTEC-BS,BlueTie Inc,NY
20155,INFOST-MS,Emerge Partners,NY
20155,NETSYS-BS,RIT - Distributed Support Svcs,NY
20155,COMPSCI-BS,Intuit,CA
20155,SOFTENG-BS,eHealth Technologies,NY
20155,NETSYS-MS,Premium Mortgage Corp,NY
20155,COMPSCI-BS,icitizen,TN
20155,INFOSEC-BS,Wegmans Food Markets Inc,NY
20155,GAMEDES-BS,RIT - Linguistic and Assistive Technologies Laboratory,NY
20155,SOFTENG-BS,MIT Lincoln Laboratory,MA
20155,COMPSCI-BS,EarthLink,NY
20155,COMPSCI-MS,HireGenics,GA
20155,COMPSCI-BS,Brand Networks Inc,NY
20155,SOFTENG-BS,EagleDream Technologies,NY
20155,COMPSCI-MS,Envisage Information Systems,NY
20155,COMPSCI-MS,Amazon,WA
20155,INFOTEC-BS,EagleDream Technologies,NY
20155,SOFTENG-BS,EagleDream Technologies,NY
20155,GAMEDES-BS,Wegmans Food Markets Inc,NY
20155,COMPSCI-BS,Parlec Inc,NY
20155,GAMEDES-BS,Giant Fox Studios,NY
20155,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20155,SOFTENG-BS,CoverMyMeds,OH
20155,COMPSCI-BS,Cisco Systems Inc,MA
20155,NETSYS-BS,Wegmans Food Markets Inc,NY
20155,SOFTENG-BS,Intuit,CA
20155,SOFTENG-BS,Brand Networks Inc,NY
20155,INFOTEC-BS,IDI Billing Solutions,NY
20155,GAMEDES-BS,GG Oyun Bilisim Yazilim ve Pazarlama A.S. (Gram Games),XX
20155,COMPSCI-MS,RIT - College of Applied Science & Technology,NY
20155,GAMEDES-BS,Intuit,CA
20155,SOFTENG-BS,Lockheed Martin,NY
20155,COMPSCI-BS,Pharmadva,NY
20155,COMPSCI-BS,MOOG Inc,NY
